query_id,recommended_indexes,llm_reasoning_text,execution_time_ms_after,improvement_vs_baseline
Q11,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_catalog_returns_date ON catalog_returns(cr_returned_date_sk);; CREATE INDEX idx_catalog_returns_customer ON catalog_returns(cr_returning_customer_sk);; CREATE INDEX idx_catalog_returns_call_center ON catalog_returns(cr_call_center_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_demographics_marital_education ON customer_demographics(cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_household_demographics_buy_potential ON household_demographics(hd_buy_potential, hd_demo_sk);",Indexes on catalog_returns date/customer/call_center keys and demographics filter columns accelerate the join chain.,,
Q12,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_catalog_sales_ship_date ON catalog_sales(cs_ship_date_sk);; CREATE INDEX idx_catalog_sales_warehouse ON catalog_sales(cs_warehouse_sk);; CREATE INDEX idx_catalog_sales_ship_mode ON catalog_sales(cs_ship_mode_sk);; CREATE INDEX idx_catalog_sales_call_center ON catalog_sales(cs_call_center_sk);",Indexes on catalog_sales ship date and all FK columns enable fast lookup of the date-range and dimension joins.,,
Q13,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_item_manager ON item(i_manager_id, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_demographics_marital_education ON customer_demographics(cd_marital_status, cd_education_status, cd_demo_sk);","Self-join on store_sales via ticket number benefits from indexes on item, customer, demographics, and date keys.",,
Q14,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_returns_customer_item ON store_returns(sr_customer_sk, sr_item_sk, sr_ticket_number);; CREATE INDEX idx_store_returns_date ON store_returns(sr_returned_date_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_household_demographics_income_band ON household_demographics(hd_income_band_sk, hd_demo_sk);; CREATE INDEX idx_customer_address_state ON customer_address(ca_state, ca_address_sk);","Three-channel join (store/web/returns) benefits from indexes on all customer, item, date, and demographic FK columns.",,
Q15,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_web_sales_warehouse ON web_sales(ws_warehouse_sk);; CREATE INDEX idx_inventory_item_date ON inventory(inv_item_sk, inv_date_sk);; CREATE INDEX idx_inventory_warehouse ON inventory(inv_warehouse_sk, inv_item_sk, inv_date_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_item_manager ON item(i_manager_id, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_address_state ON customer_address(ca_state, ca_address_sk);; CREATE INDEX idx_store_state ON store(s_state, s_store_sk);","Complex multi-table join requires indexes on inventory, web/store sales FKs, item filters, and customer dimension keys.",,
Q16,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_cdemo ON store_sales(ss_cdemo_sk);; CREATE INDEX idx_store_sales_hdemo ON store_sales(ss_hdemo_sk);; CREATE INDEX idx_store_sales_addr ON store_sales(ss_addr_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_customer_address_country_state ON customer_address(ca_country, ca_state, ca_address_sk);","Indexes on date filter, store_sales FK columns, demographics, and address state speed up multi-condition joins.",,
Q17,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_customer ON catalog_sales(cs_bill_customer_sk);; CREATE INDEX idx_catalog_sales_cdemo ON catalog_sales(cs_bill_cdemo_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_customer_birth_month ON customer(c_birth_month);; CREATE INDEX idx_customer_address_country_state ON customer_address(ca_country, ca_state, ca_address_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);","Indexes on catalog_sales FKs, date year, item category, and customer filters accelerate joins and filtering.",,
Q18,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_birth_month ON customer(c_birth_month);; CREATE INDEX idx_customer_address_country_state ON customer_address(ca_country, ca_state, ca_address_sk);","Indexes on date year/month, item category, customer birth month, and address state accelerate join and filter operations.",,
Q19,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_sales_ticket ON store_sales(ss_ticket_number, ss_item_sk);; CREATE INDEX idx_store_returns_ticket_item ON store_returns(sr_ticket_number, sr_item_sk);; CREATE INDEX idx_store_returns_returned_date ON store_returns(sr_returned_date_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);",Indexes on ticket/item join keys and date columns speed up three-way sales/returns/catalog join with date filters.,,
Q20,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_cdemo ON store_sales(ss_cdemo_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);","Indexes on date year, item category, demographics filter, and store_sales FK columns reduce scan and join cost.",,
Q21,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_warehouse ON catalog_sales(cs_warehouse_sk);; CREATE INDEX idx_catalog_returns_item_order ON catalog_returns(cr_item_sk, cr_order_number);; CREATE INDEX idx_item_category_manager ON item(i_category, i_manager_id, i_item_sk);",Indexes on catalog_sales date/item/warehouse and item category+manager speed up the left join and date range filter.,,
Q22,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_ticket ON store_sales(ss_ticket_number, ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_returns_ticket_item ON store_returns(sr_ticket_number, sr_item_sk);; CREATE INDEX idx_store_returns_returned_date ON store_returns(sr_returned_date_sk);",Indexes on ticket/item composite keys and date dimensions accelerate the store_sales to store_returns join.,,
Q23,"CREATE INDEX idx_date_dim_week_seq ON date_dim(d_week_seq, d_year, d_date_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_cdemo ON catalog_sales(cs_bill_cdemo_sk);; CREATE INDEX idx_catalog_sales_ship_date ON catalog_sales(cs_ship_date_sk);; CREATE INDEX idx_catalog_sales_promo ON catalog_sales(cs_promo_sk);; CREATE INDEX idx_catalog_returns_item_order ON catalog_returns(cr_item_sk, cr_order_number);; CREATE INDEX idx_inventory_item_date ON inventory(inv_item_sk, inv_date_sk, inv_warehouse_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_household_demographics_filter ON household_demographics(hd_buy_potential, hd_dep_count, hd_demo_sk);","Indexes on catalog_sales FKs, inventory composite, item category, and demographics filter support this multi-join query.",,
Q24,"CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_address_state_city ON customer_address(ca_state, ca_city, ca_address_sk);; CREATE INDEX idx_store_returns_cdemo ON store_returns(sr_cdemo_sk);; CREATE INDEX idx_household_demographics_income ON household_demographics(hd_income_band_sk, hd_demo_sk);; CREATE INDEX idx_income_band_bounds ON income_band(ib_lower_bound, ib_upper_bound, ib_income_band_sk);","Indexes on customer FK columns, address city, and income band bounds accelerate the multi-table customer lookup.",,
Q25,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_page ON web_sales(ws_web_page_sk);; CREATE INDEX idx_web_returns_item_order ON web_returns(wr_item_sk, wr_order_number);; CREATE INDEX idx_web_returns_cdemo ON web_returns(wr_refunded_cdemo_sk);; CREATE INDEX idx_web_returns_addr ON web_returns(wr_refunded_addr_sk);; CREATE INDEX idx_web_returns_reason ON web_returns(wr_reason_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_customer_address_country_state ON customer_address(ca_country, ca_state, ca_address_sk);","Indexes on web_sales/returns join keys, demographics, and address state/country accelerate the complex web returns query.",,
Q26,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_catalog_returns_returned_date ON catalog_returns(cr_returned_date_sk);; CREATE INDEX idx_catalog_returns_call_center ON catalog_returns(cr_call_center_sk);; CREATE INDEX idx_catalog_returns_customer ON catalog_returns(cr_returning_customer_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_household_demographics_filter ON household_demographics(hd_buy_potential, hd_dep_count, hd_demo_sk);",Indexes on catalog_returns date/call_center/customer and demographic filters speed up the call center returns analysis.,,
Q27,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_catalog_sales_ship_date ON catalog_sales(cs_ship_date_sk);; CREATE INDEX idx_catalog_sales_warehouse ON catalog_sales(cs_warehouse_sk);; CREATE INDEX idx_catalog_sales_ship_mode ON catalog_sales(cs_ship_mode_sk);; CREATE INDEX idx_catalog_sales_call_center ON catalog_sales(cs_call_center_sk);","Indexes on catalog_sales ship date and FK columns for warehouse, ship mode, and call center speed up shipping analysis.",,
Q28,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_sales_ticket ON store_sales(ss_ticket_number, ss_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);","Indexes on store_sales ticket/item self-join keys, item category, and demographic filters support the item pair basket analysis.",,
Q29,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_ticket ON store_sales(ss_ticket_number, ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_returns_ticket_item ON store_returns(sr_ticket_number, sr_item_sk);; CREATE INDEX idx_store_returns_returned_date ON store_returns(sr_returned_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_address_country_state ON customer_address(ca_country, ca_state, ca_address_sk);; CREATE INDEX idx_household_demographics_income ON household_demographics(hd_income_band_sk, hd_demo_sk);","Indexes on cross-channel ticket/item keys, date, item category, and household income band support cross-channel customer analysis.",,
Q30,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_web_sales_warehouse ON web_sales(ws_warehouse_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_inventory_item_date ON inventory(inv_item_sk, inv_date_sk, inv_warehouse_sk);; CREATE INDEX idx_item_category_manager ON item(i_category, i_manager_id, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_address_country_state ON customer_address(ca_country, ca_state, ca_address_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_household_demographics_filter ON household_demographics(hd_buy_potential, hd_dep_count, hd_demo_sk);","Indexes on multi-channel item/customer/warehouse joins, inventory composite, item filters, and address state reduce cross-channel scan cost.",,
Q31,"CREATE INDEX idx_store_returns_date_store ON store_returns(sr_returned_date_sk, sr_store_sk, sr_customer_sk, sr_reason_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk, c_customer_sk);; CREATE INDEX idx_customer_birth ON customer(c_birth_year, c_birth_month, c_customer_sk);; CREATE INDEX idx_customer_demographics_attrs ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_store_state ON store(s_state, s_store_sk);","Indexes accelerate the date join, store_returns grouping, and customer/demographics filtering by year, state, and attributes.",,
Q32,"CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk, c_customer_sk);; CREATE INDEX idx_customer_address_county ON customer_address(ca_county, ca_address_sk);; CREATE INDEX idx_customer_demographics_attrs ON customer_demographics(cd_gender, cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk, ss_sold_date_sk);; CREATE INDEX idx_web_sales_customer ON web_sales(ws_bill_customer_sk, ws_sold_date_sk);; CREATE INDEX idx_catalog_sales_ship_customer ON catalog_sales(cs_ship_customer_sk, cs_sold_date_sk);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_item_category_manager ON item(i_category, i_manager_id, i_item_sk);","Supports EXISTS subquery joins on customer_sk and date filtering, plus county and demographics lookups.",,
Q33,"CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk, ss_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk, cs_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk, ws_sold_date_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_item_category_manager ON item(i_category, i_manager_id, i_item_sk);; CREATE INDEX idx_item_brand_class_cat ON item(i_brand_id, i_class_id, i_category_id, i_item_sk);; CREATE INDEX idx_date_dim_week_seq ON date_dim(d_week_seq, d_date_sk, d_year, d_moy, d_dom);",Cross-channel item intersection and week-seq lookups benefit from item and date indexes across all three sales tables.,,
Q34,"CREATE INDEX idx_store_sales_date ON store_sales(ss_sold_date_sk, ss_item_sk, ss_customer_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk, ss_sold_date_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_item_category_manager ON item(i_category, i_manager_id, i_item_sk);; CREATE INDEX idx_customer_birth ON customer(c_birth_year, c_birth_month, c_customer_sk);; CREATE INDEX idx_catalog_sales_date ON catalog_sales(cs_sold_date_sk, cs_item_sk, cs_bill_customer_sk);; CREATE INDEX idx_web_sales_date ON web_sales(ws_sold_date_sk, ws_item_sk, ws_bill_customer_sk);",Frequent items CTE and best customer subqueries need efficient date and customer lookups in store/catalog/web sales.,,
